,node,x,y
250,HOL_LNODEXF1_2,"[-13655086.857466714, -13655440.470779646, -13655371.579281613, -13655539.165663682, -13656856.168144295, -13652740.41970724, -13644038.54940262, -13642274.841189783, -13641995.429267893, -13642844.796982646, -13644216.253109219, -13645225.920890715, -13646341.342188463, -13646722.054846974, -13646562.867975142, -13646718.715262253, -13647981.07828785, -13648303.904811148, -13649247.894093074, -13650558.12449971, -13651315.097037105, -13651611.206882617, -13652302.500920441, -13654299.572585274, -13655086.857466714]","[5986030.786461631, 5987120.472651703, 5987334.756459043, 5987424.632821028, 5991484.4217128195, 5993066.238545755, 5992521.004042464, 5989725.682966072, 5988696.699764215, 5986978.717353783, 5985047.828678557, 5984066.963888419, 5983699.578171091, 5982482.723967469, 5980567.589871614, 5979383.959529512, 5977871.049148538, 5977738.292769724, 5978182.460958438, 5980459.384279338, 5981226.689402829, 5982033.4165888, 5982604.073741949, 5985311.92659047, 5986030.786461631]"
251,HUNT1G_7_B1_1,"[-13133640.89177336, -13132017.425093887, -13129410.362376463, -13122293.864253389, -13122467.365735685, -13124608.039543642, -13124695.981941367, -13124625.850662168, -13127883.058962775, -13128047.81180915, -13127896.417301673, -13128121.282673076, -13129270.09981806, -13132989.284005467, -13133640.89177336]","[3980764.2842595456, 3984665.070505265, 3981934.416691076, 3974264.7854528236, 3974276.575321447, 3975200.054841502, 3975016.956784129, 3975206.737307357, 3976132.9645637237, 3975985.9393938687, 3976154.3501992445, 3976541.971722162, 3977961.57980176, 3980269.1504201284, 3980764.2842595456]"
252,HUNT1G_7_B1_2,"[-13179091.484766245, -13177967.963531777, -13177920.056879446, -13176608.713277902, -13175727.062910818, -13174983.44871232, -13174499.208927369, -13175248.38910041, -13175742.647639532, -13176950.464114636, -13178005.772887357, -13178726.00999279, -13179091.484766245]","[3872087.1874354277, 3874761.488341966, 3874662.206403271, 3873753.2914617974, 3872440.3911104053, 3871681.3339357544, 3871493.2330966718, 3870905.1062082597, 3871419.0533107547, 3871415.0794068496, 3872060.1940485598, 3872168.820526911, 3872087.1874354277]"
253,JENNY_1_N001_1,"[-13612311.183667673, -13611402.885106813, -13610719.540732622, -13607339.938872287, -13607685.797956731, -13611198.892139934, -13611697.603458688, -13612224.14465014, -13612127.29669315, -13612308.747463142, -13612311.183667673]","[4546824.561342471, 4548578.499618735, 4549250.991498503, 4547113.044818564, 4544300.679329718, 4545815.086720499, 4546705.044605311, 4546455.7924040975, 4546714.902159628, 4546730.392620981, 4546824.561342471]"
254,JENNY_1_N001_2,"[-13612654.16227723, -13612530.97594358, -13612452.349606264, -13612480.179478964, -13612654.16227723]","[4546162.341285115, 4546400.183519539, 4546414.955041596, 4546092.486321004, 4546162.341285115]"
255,JENNY_1_N001_3,"[-13607734.72761632, -13607801.918545654, -13609262.490748374, -13610037.82985096, -13610046.735410223, -13609071.576670876, -13607734.72761632]","[4543902.867359072, 4543356.610850485, 4541879.060309232, 4542778.255460637, 4543213.240948457, 4543911.50805246, 4543902.867359072]"
256,JORDANPO_LNODE21_1,"[-13795469.162195781, -13777554.946005903, -13778056.203464948, -13821176.25905693, -13825997.959133277, -13826928.272932943, -13829924.993625097, -13829998.464489022, -13830252.27292803, -13830865.6433223, -13831417.787996635, -13831287.544192407, -13831933.197239008, -13833361.426305886, -13834506.903866148, -13834651.585268434, -13836197.852910012, -13833873.495963534, -13832263.816126663, -13829703.467838418, -13829425.169111436, -13829191.39818077, -13828432.19925356, -13827694.1510296, -13827723.094097206, -13827487.096776724, -13827002.856991773, -13826773.53884074, -13826643.295036511, -13826788.010374542, -13825541.232077658, -13825632.514060108, -13825386.497985456, -13825065.89785197, -13825161.632614054, -13824849.938039832, -13824411.339246107, -13824433.603144266, -13823625.423641106, -13823452.878430376, -13822968.638645425, -13822771.60314672, -13822316.306429379, -13822337.457132628, -13821816.481915714, -13821607.201273022, -13821540.409578549, -13821331.128935857, -13821433.542867387, -13820790.1162106, -13821154.130945496, -13820850.22873563, -13820512.930678526, -13820645.40087257, -13819946.314470388, -13819411.980914582, -13818718.46048694, -13818239.786676526, -13817955.921975005, -13818008.242135676, -13817822.338586053, -13815823.040531406, -13813399.615216836, -13811902.368065666, -13810709.023124363, -13809652.297588484, -13809534.703685911, -13812443.380790923, -13813180.315819973, -13814068.645356504, -13813782.554265164, -13815701.702286439, -13816344.015748316, -13816820.463168913, -13818319.936709898, -13819278.39752563, -13820672.11755036, -13821580.484595234, -13822285.136971954, -13822171.591091346, -13822340.796717351, -13822118.157735765, -13822297.382115941, -13821922.23543197, -13822149.327193188, -13823276.993634922, -13824886.673471792, -13825207.273605278, -13825092.61452976, -13825707.09811894, -13826904.895839876, -13827819.942054197, -13826791.349959267, -13826337.166436829, -13825264.046545584, -13822653.604486482, -13822510.002343357, -13821197.545546904, -13820840.209981458, -13820971.566980595, -13820667.664770728, -13819082.475221833, -13819062.43771349, -13818338.861023333, -13817414.909249747, -13817621.963502625, -13817361.475894168, -13817849.055263842, -13817744.414942497, -13817314.721708037, -13817618.623917902, -13817463.8898257, -13817600.812799374, -13817951.469195373, -13817686.528807286, -13817990.43101715, -13818029.392838929, -13817670.944078572, -13817603.03918919, -13817289.118225152, -13816930.669464799, -13816646.849525163, -13802228.793604515, -13795469.162195781]","[5478185.284087735, 5445621.631196548, 5418861.396325611, 5377771.842089174, 5376382.266468579, 5378036.1771865785, 5378258.45558153, 5377798.575136256, 5377715.799076993, 5378281.450202238, 5378151.148105249, 5377732.660806958, 5377001.503027243, 5376871.2189051, 5376028.248208012, 5375541.833215201, 5377028.684985685, 5383119.252853907, 5388065.467580455, 5397504.966928145, 5398004.232445667, 5399889.394634584, 5402921.516444313, 5406801.869056387, 5407430.811710464, 5408052.107589082, 5413479.457107857, 5413491.767646144, 5413781.07001861, 5414047.297759904, 5414638.258430962, 5414268.903580986, 5414305.838401383, 5414753.68485052, 5415281.5867265565, 5415129.215449071, 5415484.752340221, 5416459.085915098, 5416806.977150627, 5417193.367291649, 5417190.288421841, 5417547.44416698, 5417636.735261823, 5417870.743607163, 5418369.57066506, 5418104.757883351, 5418397.284069612, 5418294.1290407805, 5418937.712086255, 5419351.907678116, 5419756.88267397, 5420502.206289056, 5420620.786049443, 5421269.151675842, 5422127.03558104, 5423932.394700421, 5424788.985549924, 5424522.447859586, 5423504.129096227, 5423063.560044741, 5422789.370345464, 5420918.012143631, 5419453.53471456, 5418843.789276573, 5417853.808593615, 5418073.266298429, 5418758.965636774, 5419532.065463513, 5419983.245260032, 5421378.500486054, 5421757.381032794, 5422485.922703994, 5424460.821743968, 5425263.534139217, 5426707.359673704, 5426844.51173931, 5426306.702398844, 5425403.746348651, 5424029.450459926, 5423613.504392826, 5423188.334459141, 5422775.5070377225, 5421498.631658344, 5420982.694737898, 5419287.236510175, 5418187.89596198, 5417348.851551842, 5416434.4569438575, 5416182.013775658, 5415346.229846141, 5414627.4853720665, 5414619.790337689, 5414739.833604015, 5415977.293590559, 5420422.1273126025, 5433906.746799031, 5436192.610411119, 5445544.026917346, 5446448.959031232, 5446759.374332374, 5450125.195631923, 5464174.849424345, 5469093.516181967, 5473401.449091059, 5481863.708125529, 5482620.283765519, 5483559.888835099, 5484240.620024021, 5484950.867298117, 5485637.9055927815, 5485900.01730241, 5486011.688474902, 5486346.710161263, 5486512.674516895, 5486652.273032416, 5486691.050775445, 5486936.1299091615, 5487083.490773183, 5487469.742605797, 5487537.99763532, 5489585.885121868, 5492738.365448197, 5489648.168439725, 5478185.284087735]"
257,JORDANPO_LNODE21_2,"[-13828022.36988699, -13832736.155966818, -13832213.722355807, -13832940.638630686, -13833056.410901112, -13830396.98826606, -13828411.048550308, -13827952.41224824, -13828022.36988699]","[5375798.90940875, 5374440.720245642, 5375214.470965088, 5375004.524951421, 5375199.146277854, 5376690.356921016, 5376773.123832161, 5376379.221248092, 5375798.90940875]"
258,JORDANPO_LNODE21_3,"[-13819437.584397463, -13819845.013733765, -13818651.668792462, -13819114.757874163, -13819437.584397463]","[5424255.917869271, 5425278.941970079, 5425077.101425065, 5424738.142505984, 5424255.917869271]"
259,JORDANPO_LNODE21_4,"[-13817250.156403376, -13816844.953456886, -13816676.86102579, -13815887.605836065, -13815961.076699989, -13817626.416282255, -13817806.753857343, -13817526.228740541, -13817250.156403376]","[5424866.020998891, 5424607.18444071, 5423428.645492727, 5422259.498731021, 5421895.99975328, 5423256.113860584, 5425064.775427985, 5425349.818323603, 5424866.020998891]"
260,JORDANPO_LNODE21_5,"[-13814705.39284384, -13814282.378778828, -13813653.423655843, -13813898.32653559, -13815303.1785094, -13814998.163104625, -13814705.39284384]","[5421711.175255323, 5421460.127907213, 5420600.765983009, 5420519.146161556, 5421124.38200461, 5421792.805618865, 5421711.175255323]"
261,JORDANPO_LNODE21_6,"[-13815435.648703445, -13815651.608515583, -13815618.212668346, -13815397.800076574, -13815435.648703445]","[5421252.21042678, 5421606.443016096, 5421815.908683039, 5421415.46375714, 5421252.21042678]"
262,JORDANPO_LNODE21_7,"[-13821700.70964529, -13822049.139651474, -13821898.858338902, -13821690.690891119, -13821700.70964529]","[5421503.252119272, 5421797.426227088, 5422193.266918371, 5421908.321518099, 5421503.252119272]"
263,KIN_LNODEXF2_1,"[-13643426.049642349, -13644510.537547274, -13643737.579298807, -13643650.75009599, -13643706.409841387, -13643707.523036292, -13644021.44400033, -13644311.987871299, -13643992.500932723, -13644190.649626337, -13644069.311381372, -13644234.064227745, -13644265.59743045, -13639801.237089159, -13639534.155326454, -13639703.36095246, -13639049.915541502, -13638931.916881263, -13638194.981852211, -13638125.96376792, -13638276.24508049, -13638078.096386878, -13637855.457405291, -13637531.517687084, -13637552.668390332, -13637279.93563789, -13637444.688484265, -13637352.293306906, -13636775.658344597, -13634755.209586697, -13634647.22968063, -13634799.737383015, -13634676.172748236, -13634967.829814112, -13636014.23302757, -13636153.38239106, -13636564.151312089, -13636650.980514908, -13636996.070936367, -13637768.628202474, -13637987.927599337, -13638087.00194614, -13637578.271873215, -13637361.19886617, -13637367.878035616, -13636594.207574602, -13634766.341535779, -13634717.360959828, -13634167.44267531, -13633502.865315275, -13633417.539648436, -13643426.049642349]","[6073328.593632054, 6076961.8344762875, 6077264.714845174, 6077728.94660725, 6078000.8654112285, 6077709.050446709, 6077563.146674824, 6078562.968711694, 6079430.238451462, 6079853.126334911, 6080163.257325594, 6081073.813431661, 6081183.48815747, 6092277.272802632, 6092275.400584244, 6090395.555698417, 6089022.465954003, 6088199.049369025, 6087100.1766947685, 6085408.983935467, 6084408.366027683, 6084273.9635356115, 6083203.796408458, 6082830.51361564, 6082215.047138278, 6081616.212319113, 6080539.741517251, 6078955.965393069, 6077903.039974005, 6076419.214183773, 6075976.60283992, 6075597.003000821, 6075171.009141348, 6074352.231893985, 6073286.61214598, 6072878.9604649125, 6073011.527999636, 6073271.697719942, 6073245.183248553, 6072658.571455617, 6072781.193215774, 6072255.920389701, 6072734.795587632, 6072386.821345558, 6072796.1067921985, 6071568.308809069, 6070579.238562008, 6069603.53349115, 6068462.314161937, 6068005.206304361, 6067235.597154385, 6073328.593632054]"
264,KIN_LNODEXF2_2,"[-13624727.35610173, -13624829.00605172, -13624982.471489958, -13624801.020719964, -13624727.35610173]","[6074637.7669504685, 6073803.981181674, 6074703.600445317, 6074562.719822777, 6074637.7669504685]"
265,LAGNANL_1_N001_1,"[-13114566.498185845, -13110317.081857365, -13102196.014352437, -13098463.54393593, -13097620.176589804, -13100246.88217844, -13101118.51379135, -13101169.720757116, -13101426.868780848, -13101183.079096012, -13101271.021493739, -13101403.491687782, -13101474.736161888, -13101502.566034589, -13103044.340982074, -13103076.623634404, -13102827.267975029, -13101725.205016175, -13101347.831942385, -13102821.702000488, -13103136.736159435, -13103948.255247317, -13104305.590812763, -13104730.831267592, -13105232.88217107, -13105969.81720012, -13106118.985317783, -13106082.249885824, -13106541.9993828, -13106432.906281821, -13106648.866093962, -13106933.843990391, -13107463.724766567, -13108326.450820215, -13108807.351020444, -13109033.329586752, -13109641.134006485, -13110324.635679953, -13111776.241839899, -13113903.557308957, -13114566.498185845]","[3968731.2835682984, 3970681.0483576367, 3966382.0254182196, 3957181.427152168, 3955047.3728434495, 3956681.776020309, 3956664.429469556, 3956240.1142511945, 3956085.336473161, 3956248.1200546566, 3956665.763818689, 3956701.791303505, 3956370.8764015394, 3956529.660999773, 3956812.543163182, 3956549.6760197887, 3956268.13458757, 3955965.251692559, 3955778.4556224034, 3956245.4514528885, 3956579.031445084, 3956520.320668957, 3957759.981926323, 3958347.1660305746, 3959605.7087649875, 3959864.641229235, 3959736.5089756665, 3960095.5498135556, 3960370.51056017, 3960467.9496758613, 3960609.438073237, 3961549.1785527556, 3961930.969950678, 3963375.4837251836, 3963739.978305259, 3963679.8959894395, 3964952.3727009473, 3965455.794111403, 3967408.261954459, 3968021.314161772, 3968731.2835682984]"
266,LAGNANL_1_N001_2,"[-13102732.646407854, -13102311.858732656, -13102258.425377075, -13102257.312182166, -13101455.811848454, -13101746.355719427, -13102712.608899511, -13102793.87212779, -13102732.646407854]","[3956498.9713697117, 3956381.5509280595, 3956528.326666339, 3956368.207771451, 3956240.1142511945, 3956108.019293883, 3956385.5538780373, 3956655.0890299208, 3956498.9713697117]"
267,LAT_LNODEXF1_1,"[-13618099.863119738, -13619449.41909757, -13621331.192191938, -13625973.116222404, -13625112.715294186, -13624583.947712917, -13623317.13190769, -13623025.474841809, -13622432.141955884, -13618405.811884595, -13617873.423051072, -13618099.863119738]","[5992906.676857865, 5991579.829700467, 5992447.045195915, 5994800.636698988, 5995632.798201708, 5995824.953692872, 5995514.550784243, 5995652.506261344, 5996767.726918646, 5998058.146730215, 5996163.497622584, 5992906.676857865]"
268,LAT_LNODEXF1_2,"[-13626653.331013838, -13625361.67010061, -13624648.413625175, -13623692.947719717, -13625608.087028215, -13625942.045500595, -13626653.331013838]","[6003869.31698734, 6005934.503090132, 6005704.642016194, 6005077.432912489, 6004601.306222749, 6004191.950932808, 6003869.31698734]"
269,LEH_LNODEXF1_1,"[-13643982.896581326, -13641346.750212597, -13637813.089868398, -13638442.77710188, -13639832.49156178, -13640661.821768189, -13643271.150632383, -13643982.896581326]","[6237549.96978402, 6240314.390362878, 6237096.448989268, 6234912.66046974, 6235673.276573783, 6236973.871397069, 6237272.867496166, 6237549.96978402]"
270,LEH_LNODEXF1_2,"[-13644278.593431259, -13644118.159743648, -13644112.725982781, -13644278.593431259]","[6237239.940612802, 6237408.149057634, 6237402.942536326, 6237239.940612802]"
271,LEH_LNODEXF1_3,"[-13650367.791020036, -13650352.844441086, -13650196.336154632, -13649705.417200234, -13649088.70722124, -13648429.695835743, -13648586.26343922, -13649683.289788961, -13650200.788934264, -13651118.061538404, -13651265.508994259, -13650835.31253566, -13650436.786254745, -13649916.924232742, -13649657.549819194, -13649341.402465342, -13649708.756784959, -13650170.73267175, -13650367.791020036]","[6227491.672069715, 6227555.281413353, 6227580.289530682, 6226935.74846581, 6226657.36235649, 6224590.841855647, 6223866.839331165, 6223070.449308099, 6223049.292139245, 6223497.898083283, 6223672.056195094, 6225502.244230665, 6225245.326159264, 6225231.831128081, 6225473.058046448, 6226660.736678912, 6226881.75771882, 6227502.672045796, 6227491.672069715]"
272,LEH_LNODEXF1_4,"[-13651752.471737923, -13651761.635293208, -13651758.968130885, -13651752.471737923]","[6221568.522896395, 6221561.872073234, 6221573.214967322, 6221568.522896395]"
273,LGY_LNODEXF1_1,"[-13632183.518414352, -13623914.932515452, -13623830.314760245, -13622806.17544495, -13622885.21228341, -13622515.63157398, -13622269.615499325, -13620346.014698416, -13620243.600766888, -13620088.866674684, -13619822.813091688, -13620083.300700145, -13619862.888108376, -13619999.811082048, -13620691.105119875, -13620922.649660725, -13621746.413892595, -13622860.721995436, -13622796.156690778, -13623014.34289273, -13623393.942356337, -13626901.619511234, -13627651.912879178, -13629031.161370108, -13628853.05018484, -13628920.955074223, -13630565.143953238, -13630646.407181518, -13630522.842546739, -13630068.659024302, -13630012.999278905, -13630695.387757469, -13631466.831828665, -13632183.518414352]","[6102680.790933019, 6112437.281653823, 6112394.892684595, 6112639.609749037, 6112103.571948211, 6111151.438321196, 6106487.177505392, 6104213.375199157, 6103027.644105008, 6102703.384313238, 6102743.292549833, 6102626.894044932, 6100144.655861781, 6099090.794480895, 6097671.444242709, 6096428.458917878, 6095900.078456331, 6094242.038807156, 6091860.205119658, 6091195.934091955, 6090926.9189311, 6092396.641443545, 6092280.383051627, 6092605.91051216, 6092904.875164287, 6093266.96850234, 6095172.362339755, 6096117.74068528, 6096686.014634132, 6097221.090547772, 6098656.986909819, 6100788.007054203, 6102024.972669892, 6102680.790933019]"
274,LGY_LNODEXF1_2,"[-13616768.34620009, -13605406.483478412, -13594617.267965652, -13587489.678905142, -13597214.936830068, -13601819.464652132, -13609362.671311054, -13617687.92464456, -13617705.5163768, -13618096.247789484, -13617555.23506423, -13617648.743436495, -13617429.444039632, -13617455.047522517, -13616692.509010581, -13615473.560586397, -13615544.805060502, -13615191.922274688, -13614261.291331656, -13613846.069631, -13614195.61283209, -13611831.186847638, -13608691.977207268, -13606579.133272013, -13606227.363681106, -13605738.671116523, -13605636.257184993, -13605933.48022541, -13605688.577345666, -13605471.504338618, -13605710.841243824, -13605393.580695065, -13605228.82784869, -13605419.184177946, -13605167.602128753, -13605389.127915433, -13605487.089067329, -13605399.146669604, -13605532.730058556, -13605615.106481744, -13605543.862007635, -13605696.36971002, -13605924.57466615, -13606355.381095517, -13606146.100452825, -13606664.849279923, -13606325.324833004, -13606592.491610907, -13606986.562608315, -13606591.378416, -13606206.212977856, -13605864.46214112, -13605835.519073514, -13604860.360334164, -13604813.606148029, -13605275.582034824, -13605003.96247729, -13605012.86803655, -13605847.764217502, -13605802.123226276, -13605261.110501021, -13605257.770916294, -13605811.028785538, -13604919.359664286, -13604593.19355626, -13604661.098445643, -13604973.906214774, -13604793.568639686, -13604349.403871424, -13604543.099785402, -13604444.0254386, -13603944.200924935, -13604259.235083882, -13603772.768909113, -13603742.712646598, -13603940.861340212, -13603443.263216365, -13603203.92631116, -13603320.811776495, -13602015.034149488, -13601905.941048512, -13601979.411912434, -13603575.73341041, -13604553.118539574, -13603758.297375312, -13603817.29670543, -13604291.51773621, -13606284.136621412, -13606520.13394189, -13606198.420613501, -13606324.211638097, -13606844.0736601, -13607641.12121418, -13611038.592073191, -13613252.736745069, -13613384.093744207, -13613187.0582455, -13614143.292671414, -13614141.0662816, -13614516.212965572, -13616724.791662911, -13616768.34620009]","[6120878.821806636, 6134316.583655581, 6131710.621699227, 6128433.527211583, 6110126.272216678, 6103552.128889682, 6093956.264615036, 6085965.905988191, 6086184.003512689, 6087042.083105366, 6088768.460087968, 6089017.485374707, 6089122.078146159, 6089875.84781087, 6092664.041713358, 6094541.060386467, 6096503.232362637, 6098206.581542798, 6098565.574316221, 6099009.350009589, 6098535.657678698, 6099627.682464281, 6100123.045418058, 6102003.357493758, 6102877.984217845, 6102929.53344, 6103162.340233959, 6103388.501450154, 6103288.723708629, 6103564.778294177, 6103810.90673499, 6103709.461049862, 6103923.995141251, 6104373.037337786, 6104996.746023967, 6105063.277625252, 6104805.470542507, 6105063.277625252, 6105066.604218854, 6104822.103023874, 6105068.267516153, 6105076.584007406, 6104512.744145048, 6104329.795215362, 6104116.914096021, 6103543.159241224, 6104118.577209308, 6104248.301038243, 6103787.624012756, 6104323.142600493, 6104639.147501226, 6105397.606728017, 6106096.246889189, 6106089.592905169, 6106374.055326149, 6106382.3730826825, 6106390.6908472385, 6106696.79019014, 6106701.781030725, 6107119.358307458, 6107204.207169906, 6107392.2086183345, 6107568.567702987, 6107700.007491057, 6108738.286194952, 6109292.419031495, 6109723.43597955, 6109853.244553557, 6109407.243824763, 6109711.786588168, 6109828.281213741, 6109813.303244703, 6110508.974290098, 6110793.583249042, 6111549.257526152, 6111773.975272236, 6111983.717146281, 6111649.131353229, 6112041.9796880605, 6112240.075290038, 6112498.105833249, 6112847.707983425, 6112717.854092925, 6113193.994635629, 6113868.294818226, 6114199.637048103, 6114351.159619494, 6113129.06482344, 6112692.882416268, 6112423.19294048, 6112041.9796880605, 6111867.193249835, 6112035.32109183, 6114594.267359969, 6115570.097909759, 6115913.163697871, 6116083.03630445, 6117761.958340766, 6118125.1017850945, 6118851.434821878, 6120295.954271327, 6120878.821806636]"
275,LGY_LNODEXF1_3,"[-13604482.987260375, -13604760.17279245, -13604120.08572039, -13604434.006684428, -13604482.987260375]","[6113616.88287338, 6113761.735213299, 6113906.5899996, 6113670.16161055, 6113616.88287338]"
276,LGY_LNODEXF1_4,"[-13605396.920279788, -13605150.904205136, -13606205.099782947, -13606418.833205272, -13606516.794357168, -13606561.322153486, -13606432.191544166, -13606685.999983175, -13606543.51103496, -13606438.870713614, -13606624.774263237, -13606519.020746985, -13606111.591410682, -13605874.480895292, -13605396.920279788]","[6110217.717586352, 6110132.838921808, 6108909.680817471, 6105908.273825644, 6104966.806971597, 6104911.918980143, 6106465.5510911355, 6108403.826935478, 6108593.518646752, 6108440.433781307, 6108433.777979543, 6107833.113125442, 6109869.886820477, 6110169.4531446975, 6110217.717586352]"
277,LGY_LNODEXF1_5,"[-13616869.507000944, -13616963.015373211, -13616786.017382847, -13616702.527764753, -13616237.212293237, -13616113.647658456, -13615435.711959526, -13615445.730713699, -13614738.851947159, -13615167.431986714, -13617170.069626084, -13618210.906865, -13617586.404521653, -13616869.507000944]","[6110354.190925088, 6110176.110292923, 6110181.103157479, 6109728.428580685, 6109523.734315653, 6109157.62666956, 6109002.867679931, 6108618.47839463, 6107848.087638501, 6107638.446833361, 6108495.34434287, 6109969.741099751, 6110412.442401441, 6110354.190925088]"
278,LG_LNODE13A_1,"[-12773614.13283029, -12769502.135913761, -12767532.019080967, -12764084.65134331, -12780335.431533694, -12780349.174680717, -12780658.642865123, -12780454.92819697, -12780617.454653528, -12779864.934895767, -12779504.259745598, -12778940.983122183, -12778344.310651531, -12778363.234964965, -12777874.542400384, -12777177.682388017, -12775627.001881266, -12775259.647561649, -12774457.034033028, -12773693.382326188, -12773614.13283029]","[3851252.1618234203, 3850171.1782672657, 3848596.215608657, 3842396.2861631964, 3842396.2861631964, 3842414.7855204563, 3843494.405230449, 3844398.3486387725, 3845348.620910124, 3845817.8377306387, 3845704.1665955577, 3845014.232673703, 3845137.148990178, 3845643.366204236, 3846458.910512743, 3846489.3127653156, 3848006.881029046, 3849331.6076545054, 3849893.537538081, 3850776.8130943645, 3851252.1618234203]"
279,LG_LNODE13A_2,"[-12822001.588550838, -12822001.588550838, -12792505.750396682, -12822001.588550838]","[3853808.1201514048, 3863979.952764121, 3856219.7619685493, 3853808.1201514048]"
280,LMEC1_1_N001_1,"[-13570569.504390204, -13572070.07668303, -13571129.441428894, -13570776.55864308, -13569665.590124963, -13568533.470903594, -13568260.738151152, -13568606.94176752, -13568677.07304672, -13568522.338954518, -13568422.1514128, -13568326.41665072, -13568541.26326795, -13568216.210354835, -13568476.69796329, -13568235.13466827, -13568068.15543208, -13568009.156101959, -13568009.156101959, -13570569.504390204]","[4583735.336373353, 4585450.019909191, 4585294.2713512685, 4585003.101566865, 4585051.158151365, 4585404.522242505, 4585230.665602063, 4585346.569704536, 4584947.97811233, 4584898.508595383, 4585212.290680623, 4584980.486780786, 4584410.893150368, 4584198.893599335, 4584449.053530657, 4585120.416562706, 4584775.542534668, 4584824.905254583, 4583735.336373353, 4583735.336373353]"
281,LMEC1_1_N001_2,"[-13572195.700404588, -13572195.463944985, -13572185.863396524, -13571937.620932054, -13571955.43205058, -13572195.700404588]","[4586589.086684207, 4586603.800376223, 4586641.391581152, 4586649.873481245, 4586589.086684207, 4586589.086684207]"
282,LMEC1_1_N001_3,"[-13572193.447973061, -13572181.213782426, -13572017.770965423, -13571972.1299742, -13572053.39320248, -13571863.036873221, -13571788.452814389, -13571818.509076906, -13571885.30077138, -13571817.395881997, -13572107.93975297, -13572179.9393119, -13572177.372071125, -13571939.84732187, -13572033.355694138, -13571746.151407888, -13571901.998695001, -13571891.97994083, -13571607.002044398, -13571287.51510582, -13571229.62897061, -13570984.726090863, -13570599.560652718, -13569633.307472633, -13569072.257239034, -13569676.722074045, -13569765.777666677, -13569491.931719325, -13569255.934398845, -13569673.382489318, -13570309.01678175, -13569833.682556061, -13569804.739488456, -13571697.170831941, -13571907.56466954, -13571714.981950467, -13571596.983290227, -13571963.224414937, -13571678.246518506, -13572193.447973061]","[4586729.245021441, 4587490.554961419, 4587254.933625341, 4587270.484702877, 4587570.200945159, 4587823.270004343, 4588144.210060509, 4588670.177407552, 4588968.520235295, 4588082.000637386, 4587466.995787315, 4587569.866010605, 4587729.628757156, 4587847.304817861, 4589271.113693459, 4589406.859429421, 4589279.597749779, 4589111.331932657, 4589416.757625687, 4589307.877987713, 4588779.050333408, 4588120.174557232, 4587758.234906524, 4587492.443538829, 4586905.747402419, 4586543.850229781, 4586590.500326593, 4586720.556252386, 4586973.604531355, 4586649.873481245, 4586600.395828715, 4586613.118631067, 4586552.33204992, 4586519.818443811, 4586623.0141548, 4586613.118631067, 4586723.383573275, 4587232.313917921, 4586649.873481245, 4586729.245021441]"
283,LMEC1_1_N001_4,"[-13571396.15566888, -13571202.567572093, -13571165.063665949, -13571013.66915847, -13571219.610216435, -13571287.51510582, -13571348.740825757, -13571468.965875814, -13571672.680543967, -13571396.15566888]","[4589540.359843749, 4589370.117950362, 4588797.431589789, 4588369.015412444, 4588796.017645834, 4589378.5789208505, 4589426.655831425, 4589460.5926087275, 4589480.389113573, 4589540.359843749]"
284,LMEC1_1_N001_5,"[-13571052.773924157, -13570340.680992462, -13569015.886052601, -13569087.841967748, -13569682.28804858, -13570550.580076769, -13571006.989989022, -13571052.773924157]","[4589238.390936013, 4588612.206576864, 4587045.690755642, 4587031.56618139, 4587601.304071292, 4587820.44238288, 4588516.060549491, 4589238.390936013]"
285,LMEC1_1_N001_6,"[-13570797.709346332, -13570941.311489454, -13570994.744845035, -13570978.046921413, -13570797.709346332]","[4588028.27461846, 4588128.657669662, 4588332.254454778, 4588315.287902964, 4588028.27461846]"
286,LOCKHART_LNODE00_1,"[-13834655.387549734, -13831395.42195315, -13827543.780524695, -13827029.573669564, -13827116.402872384, -13825469.9093728, -13826531.891078053, -13834655.387549734]","[5349799.28659821, 5367220.499739597, 5369590.855007214, 5369078.956772897, 5368893.652258421, 5368695.206366081, 5353124.880252155, 5349799.28659821]"
287,LOCKHART_LNODE00_2,"[-13827059.64676953, -13826280.625780169, -13826136.7913534, -13826377.241453517, -13826872.613187546, -13827059.64676953]","[5369888.840654037, 5370368.350270777, 5370068.331047043, 5369512.36937167, 5369639.487150218, 5369888.840654037]"
288,LOCKHART_LNODE00_3,"[-13826352.75116554, -13825988.736430647, -13825882.982914392, -13826449.599122532, -13826352.75116554]","[5368898.2465405315, 5368899.77796839, 5368792.57862699, 5368881.400850561, 5368898.2465405315]"
